Restaurant ,Category,Item_Name ,Item_Description,Calories,Carbs,Fat,Protein,Fiber,TransFat,Sodium,Sugar
Qdoba,Toppings & Ingredients,"Salsa Roja, for Craft 2 Mexican Gumbo","Salsa Roja, Hot, for Craft 2 Mexican Gumbo, Craft 2 Nachos, Craft 2 Naked Taco Salad, Craft 2 Tortilla Soup, Mango Salad, Taco Salad, Kids Lil' Naked Burrito Meal & Kids Lil' Chicken Nachos Meal, Kids & Adults Menu",10,2,0,0,0,0,230,1
Quiznos,Toppings & Ingredients,"Italian Dressing, for Flatbreads, Kids","Italian Dressing, for Flatbreads, Kids",90,2,9,0,0,0,220,1
Quiznos,Toppings & Ingredients,"Mayonnaise, for Flatbreads, Kids","Mayonnaise, for Flatbreads, Kids",50,2,5,0,0,0,200,1
Quiznos,Toppings & Ingredients,"Mayonnaise, for Small Sandwiches","Mayonnaise, for Small Sandwiches",50,2,5,0,0,0,200,1
Golden Corral,Toppings & Ingredients,Salsa,"Salsa, Salad Buffet",10,2,0,0,0,0,200,1
O'Charley's,Toppings & Ingredients,Pico de Gallo,Pico de Gallo,10,2,0,0,0,0,180,1
El Pollo Loco,Toppings & Ingredients,"Ranch Dressing, Salsa & More","Ranch Dressing, Salsa & More",85,2,9,0,0,0,175,1
Quiznos,Toppings & Ingredients,"Mild Peppercorn Sauce, for Small Sandwiches","Mild Peppercorn Sauce, for Small Sandwiches",150,2,15,0,0,0,170,1
El Pollo Loco,Toppings & Ingredients,Pico de Gallo Salsa,Pico de Gallo Salsa,15,2,1,0,0,0,170,1
El Pollo Loco,Toppings & Ingredients,"House Salsa, Mild","House Salsa, Mild",10,2,0,0,0,0,170,1
Taco Bell,Toppings & Ingredients,Green Tomatillo Sauce,"Green Tomatillo Sauce, Condiments & Sauces",10,2,0,0,0,0,170,1
Boston Market,Toppings & Ingredients,Beef Gravy,"Beef Gravy, for Mashed Potatoes",10,2,0,0,0,0,160,1
Qdoba,Toppings & Ingredients,"Salsa Verde, for Craft 2 Mexican Gumbo","Salsa Verde, Medium, for Craft 2 Mexican Gumbo, Craft 2 Nachos, Craft 2 Naked Taco Salad, Craft 2 Tortilla Soup, Mango Salad, Taco Salad, Kids Lil' Naked Burrito Meal & Kids Lil' Chicken Nachos Meal, Kids & Adults Menu",10,2,0,0,0,0,140,1
IHOP,Toppings & Ingredients,"Hollandaise Sauce, for Senior Grilled Chicken Breast","Hollandaise Sauce, for Senior Grilled Chicken Breast",60,2,6,0,0,0,120,1
Jack in the Box,Toppings & Ingredients,"Fire Roasted Salsa, Other","Fire Roasted Salsa, Other",10,2,0,0,0,0,120,1
Burger King,Toppings & Ingredients,Picante/Taco Sauce,"Picante/Taco Sauce, 0.5 oz",10,2,0,0,0,0,115,1
Zaxby's,Appetizers & Sides,8 Celery Sticks,8 Celery Sticks,10,2,0,0,0,0,110,1
Panera Bread,Toppings & Ingredients,"Thai Style Peanut Sauce, for Full Salads","Thai Style Peanut Sauce, for Full Salads",15,2,1,0,0,0,80,1
Taco Bell,Toppings & Ingredients,Pizza Sauce,"Pizza Sauce, Condiments & Sauces",10,2,0,0,0,0,80,1
Dominos,Toppings & Ingredients,"Roasted Red Pepper, for Small Pizzas","Roasted Red Pepper, for Small Pizzas",10,2,0,0,0,0,70,1
Wendy's,Toppings & Ingredients,"Pico de Gallo, Half","Pico de Gallo, for Baja Chili Salad, Half-Size",15,2,1,0,0,0,60,1
Wendy's,Toppings & Ingredients,"Ketchup, 3/4 tsp","Ketchup, 3/4 tsp, for Value Hamburgers, Chicken & Wraps",10,2,0,0,0,0,60,1
Qdoba,Toppings & Ingredients,"Mango Salsa, for Craft 2 Grilled Quesadilla","Mango Salsa, for Craft 2 Grilled Quesadilla & Kids Quesadilla Meal, Seasonal, Kids & Adults Menu",5,2,0,0,0,0,25,1
Panera Bread,Toppings & Ingredients,"Caramelized Red Onions, for Half Steak & White Cheddar on French Baguette Sandwich","Caramelized Red Onions, for Half Steak & White Cheddar on French Baguette Sandwich & Full Roasted Turkey Artichoke on Asiago Focaccia Sandwich",15,2,1,0,0,0,20,1
Sonic,Beverages,"Low-Cal Diet Cherry Limeade, Small","Low-Cal Diet Cherry Limeade, Small, 350 g",10,2,0,0,0,0,10,1
Sonic,Beverages,"Low-Cal Diet Cherry Limeade, Wacky Pack","Low-Cal Diet Cherry Limeade, Wacky Pack, 277 g",10,2,0,0,0,0,10,1
Sonic,Toppings & Ingredients,"Low-Cal Diet Cherry, RT 44","Low-Cal Diet Cherry, Add-In Flavors & Toppings, RT 44",10,2,0,0,0,0,10,1
Sonic,Toppings & Ingredients,"Low-Cal Diet Cherry, Large","Low-Cal Diet Cherry, Add-In Flavors & Toppings, Large",10,2,0,0,0,0,5,1
Sonic,Toppings & Ingredients,"Low-Cal Diet Cherry, Medium","Low-Cal Diet Cherry, Add-In Flavors & Toppings, Medium",10,2,0,0,0,0,5,1
California Pizza Kitchen,Beverages,"Penfolds Rawson's Retreat Shiraz-Cab, Half Glass","Penfolds Rawson's Retreat Shiraz-Cab, Half Glass",50,2,0,0,0,0,3,1
Friendly's,Toppings & Ingredients,Cherry Topping,"Cherry Topping, for Create Your Own Cone, Dish & Sundae",10,2,0,0,0,0,2,1
Denny's,Toppings & Ingredients,Tomato,"Tomato, 2 Slices, for Build Your Own Burger",7,2,0,0,0,0,2,1
Starbucks,Beverages,"Espresso Con Panna, Solo","Espresso Con Panna w/ Whipped Cream, Espresso Beverages, Solo, 1 fl oz",30,2,2.5,0,0,0,0,1
Quiznos,Toppings & Ingredients,"Sauteed Onions, for Large Sandwiches","Sauteed Onions, for Large Sandwiches",50,2,4.5,0,0,0,0,1
Quiznos,Toppings & Ingredients,"Sauteed Onions, for Regular Sandwiches","Sauteed Onions, for Regular Sandwiches",35,2,3.5,0,0,0,0,1
Whataburger,Beverages,"Coffee, Colombian, Large","Coffee, Colombian, Large, 591 g",10,2,1,0,0,0,0,1
Whataburger,Beverages,"Coffee, Decaf Colombian, Large","Coffee, Decaf Colombian, Large, 591 g",10,2,1,0,0,0,0,1
IHOP,Toppings & Ingredients,"Green Peppers & Onions, for Plain Omelette","Green Peppers & Onions, for Plain Omelette",10,2,0,0,0,0,0,1
Jack in the Box,Toppings & Ingredients,Grilled Onions,"Grilled Onions, Pita Topping",10,2,0,0,0,0,0,1
Panera Bread,Toppings & Ingredients,"Fresh Cucumber, for Full Mediterranean Veggie on Tomato Basil Sandwich","Fresh Cucumber, for Full Mediterranean Veggie on Tomato Basil Sandwich",10,2,0,0,0,0,0,1
Panera Bread,Toppings & Ingredients,"Red Onions, for Full Salads","Red Onions, for Full Salads & Full Sandwiches",10,2,0,0,0,0,0,1
Quiznos,Toppings & Ingredients,"Onions, also called Yellow Onions, for Large Sandwiches","Onions, also called Yellow Onions, for Large Sandwiches",10,2,0,0,0,0,0,1
Golden Corral,Toppings & Ingredients,"Onion Rings, Fresh","Onion Rings, Fresh, Salad Buffet",5,2,0,0,0,0,0,1
Sonic,Toppings & Ingredients,"Fresh Lemon, Large","Fresh Lemon, Add-In Flavors & Toppings, Large",5,2,0,0,0,0,0,1
Sonic,Toppings & Ingredients,"Low-Cal Diet Cherry, Small","Low-Cal Diet Cherry, Add-In Flavors & Toppings, Small",5,2,0,0,0,0,0,1
Sonic,Toppings & Ingredients,"Low-Cal Diet Cherry, Wacky Pack","Low-Cal Diet Cherry, Add-In Flavors & Toppings, Wacky Pack",5,2,0,0,0,0,0,1
Subway,Toppings & Ingredients,"Tomatoes, 3 Wheels","Tomatoes, 3 Wheels",5,2,0,0,0,0,0,1
Quiznos,Toppings & Ingredients,"Mild Chipotle Mayonnaise, for Regular Sandwiches","Mild Chipotle Mayonnaise, for Regular Sandwiches",220,1,24,0,0,0,410,1
Quiznos,Toppings & Ingredients,"Jalapenos, for Large Sandwiches","Jalapenos, for Large Sandwiches",5,1,0,0,0,0,360,1
Papa Murphy's,Toppings & Ingredients,Low Calorie Italian Salad Dressing,Low Calorie Italian Salad Dressing,15,1,0.5,0,0,0,330,1
Popeyes,Toppings & Ingredients,Tartar Sauce,"Tartar Sauce, Signature Sauces",140,1,15,0,0,0,280,1
Wendy's,Toppings & Ingredients,Hot Chili Seasoning,"Hot Chili Seasoning, for Chili",5,1,0,0,0,0,270,1
Steak 'N Shake,Toppings & Ingredients,Ranch,Ranch Dressing,150,1,16,0,0,0,260,1
Golden Corral,Toppings & Ingredients,Tartar Sauce,"Tartar Sauce, Salad Buffet",150,1,16,0,0,0,240,1
Steak 'N Shake,Toppings & Ingredients,Lite Ranch,Lite Ranch Dressing,70,1,7,0,0,0,240,1
KFC,Toppings & Ingredients,Creamy Ranch Dipping Sauce Cup,Creamy Ranch Dipping Sauce Cup,140,1,15,0,0,0,230,1
Jack in the Box,Toppings & Ingredients,Chipotle Sauce,"Chipotle Sauce, Sandwich Sauce",110,1,12,0,0,0,230,1
Sonic,Toppings & Ingredients,Ranch Dressing,"Ranch Dressing, Condiments",110,1,11,0,0,0,230,1
KFC,Toppings & Ingredients,Bacon Ranch Dipping Sauce Cup,Bacon Ranch Dipping Sauce Cup,140,1,15,0,0,0,220,1
KFC,Toppings & Ingredients,Heinz Buttermilk Ranch Dressing,Heinz Buttermilk Ranch Dressing,160,1,17,0,0,0,220,1
White Castle,Toppings & Ingredients,Ranch Dressing,"Ranch Dressing, Side Sauces, 1 Container",150,1,17,0,0,0,210,1
Captain D's,Toppings & Ingredients,Ranch Dressing,"Ranch Dressing, 1 Packet",120,1,12,0,0,0,210,1
Chick-Fil-A,Toppings & Ingredients,Buttermilk Ranch Sauce,Buttermilk Ranch Sauce,110,1,12,0,0,0,200,1
Subway,Toppings & Ingredients,"Ranch Dressing, for 6"" Sandwiches","Ranch Dressing, for 6"" Sandwiches",110,1,11,0,0,0,200,1
McDonald's,Toppings & Ingredients,Creamy Ranch Sauce,"Creamy Ranch Sauce, 0.8 oz",110,1,12,0,0,0,170,1
Panera Bread,Toppings & Ingredients,"Sun Dried Tomato Pesto, for Half Tomato & Mozzarella on Ciabatta Sandwich","Sun Dried Tomato Pesto, for Half Tomato & Mozzarella on Ciabatta Sandwich",30,1,2.5,0,0,0,170,1
Jack in the Box,Toppings & Ingredients,Creamy Ranch Sauce,"Creamy Ranch Sauce, Sandwich Sauce",80,1,9,0,0,0,160,1
Jack in the Box,Toppings & Ingredients,Sun Dried Tomato Sauce,"Sun Dried Tomato Sauce, for Turkey, Bacon & Cheddar Grilled Sandwich",70,1,8,0,0,0,160,1
Chipotle,Toppings & Ingredients,"Fresh Tomato Salsa, Kids","Fresh Tomato Salsa, Kids",5,1,0,0,0,0,160,1
Quiznos,Toppings & Ingredients,"Buttermilk Sauce, for Small Sandwiches","Buttermilk Sauce, for Small Sandwiches",90,1,9,0,0,0,150,1
Qdoba,Toppings & Ingredients,"Salsa Roja, Hot, for Craft 2 Tacos","Salsa Roja, Hot, for Craft 2 Tacos, Kids Taco Meal & Kids Quesadilla Meal, Kids & Adults Menu",5,1,0,0,0,0,150,1
Zaxby's,Toppings & Ingredients,Mayonnaise,"Mayonnaise, 1 oz",230,1,25,0,0,0,140,1
Bob Evans,Toppings & Ingredients,"Tartar Sauce, Side Portion","Tartar Sauce, Side Portion",116,1,12,0,0,0,123,1
Quiznos,Toppings & Ingredients,"Italian Dressing, for Subs, Kids","Italian Dressing, for Subs, Kids",45,1,4.5,0,0,0,110,1
IHOP,Toppings & Ingredients,Reduced Fat Italian Dressing,Reduced Fat Italian Dressing,15,1,1,0,0,0,105,1
Jack in the Box,Toppings & Ingredients,Fire Roasted Salsa,"Fire Roasted Salsa, for Chicken Fajita Pita",5,1,0,0,0,0,105,1
Qdoba,Toppings & Ingredients,"Fiery Habanero Salsa, Extra Hot, for Craft 2 Tacos","Fiery Habanero Salsa, Extra Hot, for Craft 2 Tacos, Kids Taco Meal & Kids Quesadilla Meal, Kids & Adults Menu",5,1,0,0,0,0,100,1
White Castle,Toppings & Ingredients,"Tartar Sauce, 1 Packet","Tartar Sauce, Condiments, 1 Packet",25,1,1.5,0,0,0,85,1
Chipotle,Toppings & Ingredients,"Green Tomatillo Salsa, Kids","Green Tomatillo Salsa, Kids",5,1,0,0,0,0,80,1
Taco Bell,Toppings & Ingredients,Salsa,"Salsa, Condiments & Sauce",5,1,0,0,0,0,80,1
Zaxby's,Appetizers & Sides,6 Celery Sticks,6 Celery Sticks,10,1,0,0,0,0,70,1
Panera Bread,Toppings & Ingredients,"Signature Sauce, for Half Bacon Turkey Bravo on Tomato Basil Sandwich","Signature Sauce, for Half Bacon Turkey Bravo on Tomato Basil Sandwich",35,1,3.5,0,0,0,60,1
Chipotle,Toppings & Ingredients,"Fajita Vegetables, Kids","Fajita Vegetables, Kids",5,1,0,0,0,0,60,1
Taco Bell,Toppings & Ingredients,Creamy Jalapeno Sauce,"Creamy Jalapeno Sauce, Condiments & Sauces",70,1,7,0,0,0,50,1
White Castle,Toppings & Ingredients,Ketchup,"Ketchup, Condiments Delivered on Sliders, 1 tbsp, Chicago, Cincinnati, Columbus, Detroit, Louisville, Minneapolis, Nashville, New York, New Jersey & NE Ohio Regions",5,1,0,0,0,0,50,1
Panera Bread,Toppings & Ingredients,"Ale Mustard Sauce, for Ham & Gruyere on Soft Roll","Ale Mustard Sauce, for Ham & Gruyere on Soft Roll",10,1,0,0,0,0,45,1
Panera Bread,Toppings & Ingredients,"Thai Style Peanut Sauce, for Half Salads","Thai Style Peanut Sauce, for Half Salads",5,1,0,0,0,0,40,1
Taco Bell,Toppings & Ingredients,Pico de Gallo,"Pico de Gallo, Condiments & Sauces",5,1,0,0,0,0,35,1
Whataburger,Beverages,"Diet Coke, Medium","Diet Coke, Medium, 696 g",0,1,0,0,0,0,30,1
Sonic,Beverages,"Diet Green Tea, RT 44","Diet Green Tea, RT 44, 827 g",10,1,0,0,0,0,25,1
Sonic,Beverages,"Diet Green Tea, Large","Diet Green Tea, Large, 606 g",5,1,0,0,0,0,20,1
Friendly's,Toppings & Ingredients,Half & Half,Half & Half,20,1,2,0,0,0,10,1
Zaxby's,Toppings & Ingredients,"Roma Tomatoes, 2 oz","Roma Tomatoes, 2 oz",10,1,0,0,0,0,10,1
Dunkin' Donuts,Toppings & Ingredients,"Turbo Shot, Medium","Turbo Shot, Medium, 2.5 fl oz",5,1,0,0,0,0,10,1
Golden Corral,Toppings & Ingredients,Radishes,"Radishes, Salad Buffet",5,1,0,0,0,0,10,1
Dunkin' Donuts,Beverages,"Espresso, Small","Espresso w/out Sugar, Small, 1.75 fl oz",5,1,0,0,0,0,5,1
Dunkin' Donuts,Toppings & Ingredients,"Turbo Shot, Small","Turbo Shot, Small, 1.75 fl oz",5,1,0,0,0,0,5,1
Krystal,Beverages,"Minute Maid Light Lemonade, Small","Minute Maid Light Lemonade, Small, 16 fl oz",5,1,0,0,0,0,5,1
Quiznos,Toppings & Ingredients,"Sauteed Bell Peppers, for Large Sandwiches","Sauteed Bell Peppers, for Large Sandwiches",45,1,4.5,0,0,0,0,1
Quiznos,Toppings & Ingredients,"Sauteed Onions, for Small Sandwiches","Sauteed Onions, for Small Sandwiches & Flatbreads, Kids & Adults Menu",25,1,2.5,0,0,0,0,1
Friendly's,Toppings & Ingredients,"Red Onion, Free Toppings","Red Onion, Free Toppings",10,1,0,0,0,0,0,1
Denny's,Toppings & Ingredients,"Red Onions, 3 Rings","Red Onions, 3 Rings, for Build Your Own Burger",5,1,0,0,0,0,0,1
Golden Corral,Toppings & Ingredients,Cucumbers,"Cucumbers, Salad Buffet",5,1,0,0,0,0,0,1
Jason's Deli,Toppings & Ingredients,Shredded Iceberg Lettuce,"Shredded Iceberg Lettuce Portion, for Build Your Own Sandwich",5,1,0,0,0,0,0,1
Panera Bread,Toppings & Ingredients,"Cabernet Sauce, for Half Salads","Cabernet Sauce, for Half Salads",5,1,0,0,0,0,0,1
Panera Bread,Toppings & Ingredients,"Fresh Tomatoes, for Half Greek Salad","Fresh Tomatoes, for Half Greek Salad, Half Sandwiches, Full Chopped Chicken Cobb w/ Avocado, Power Chicken Hummus Bowl & Full Frontega Chicken on Focaccia Sandwich",5,1,0,0,0,0,0,1
Panera Bread,Toppings & Ingredients,"Red Onions, for Full Frontega Chicken on Focaccia Sandwich","Red Onions, for Full Frontega Chicken on Focaccia Sandwich",5,1,0,0,0,0,0,1
Quiznos,Toppings & Ingredients,"Lettuce, for Regular Sandwiches","Lettuce, for Regular Sandwiches",5,1,0,0,0,0,0,1
Quiznos,Toppings & Ingredients,"Onions, also called Yellow Onions, for Regular Sandwiches","Onions, also called Yellow Onions, for Regular Sandwiches",5,1,0,0,0,0,0,1
Quiznos,Toppings & Ingredients,"Tomatoes, for Kids Sub","Tomatoes, for Kids Sub",5,1,0,0,0,0,0,1
Quiznos,Toppings & Ingredients,"Tomatoes, for Regular Sandwiches","Tomatoes, for Regular Sandwiches",5,1,0,0,0,0,0,1
Quiznos,Toppings & Ingredients,"Tomatoes, for Small Sandwiches","Tomatoes, for Small Sandwiches & Flatbreads, Kids & Adults Menu",5,1,0,0,0,0,0,1
Wendy's,Toppings & Ingredients,"Tomato, 1.5 Slice","Tomato, 1.5 Slice, for Premium Hamburgers & Chicken",5,1,0,0,0,0,0,1
Jason's Deli,Toppings & Ingredients,Tomato Slice,"Tomato Slice, for Build Your Own Sandwich",4,1,0,0,0,0,0,1
Jason's Deli,Toppings & Ingredients,"Purple Onion Rings, 2 Rings","Purple onion Rings, 2 Ring Portion, for Salad Bar & Build Your Own Sandwich",0,1,0,0,0,0,0,1
Krystal,Toppings & Ingredients,Splenda No Calorie Sweetener,"Splenda No Calorie Sweetener, 1 Package",0,1,0,0,0,0,0,1
Krystal,Toppings & Ingredients,Sweet & Low 0 Calorie Sweetener,Sweet & Low 0 Calorie Sweetener,0,1,0,0,0,0,0,1
McDonald's,Toppings & Ingredients,Equal 0 Calorie Sweetener,"Equal 0 Calorie Sweetener, 1 Package",0,1,0,0,0,0,0,1
McDonald's,Toppings & Ingredients,Splenda No Calorie Sweetener,"Splenda No Calorie Sweetener, 1 Package",0,1,0,0,0,0,0,1
Panera Bread,Toppings & Ingredients,"Fresh Tomatoes, for Half Salads","Fresh Tomatoes, for Half Salads & Half Sandwiches",0,1,0,0,0,0,0,1
Panera Bread,Toppings & Ingredients,"Roasted Red Peppers, for Full Roasted Turkey Artichoke on Asiago Focaccia Sandwich","Roasted Red Peppers, for Full Roasted Turkey Artichoke on Asiago Focaccia Sandwich & Power Breakfast Egg Whites Bowl w/ Roasted Turkey",0,1,0,0,0,0,0,1
Subway,Beverages,Fuze Unsweetened Tea,"Fuze Unsweetened Tea w/out Ice, 621 g",0,1,0,0,0,0,0,1
Wendy's,Toppings & Ingredients,"Tomato, 1 Slice","Tomato, 1 Slice, for Value Hamburgers, Chicken & Wraps",0,1,0,0,0,0,0,1
Zaxby's,Toppings & Ingredients,"Cucumbers, 2 oz","Cucumbers, 2 oz",0,1,0,0,0,0,0,1
Zaxby's,Toppings & Ingredients,"Tomato, 2 Slices","Tomato, 2 Slices, for Sandwiches",0,1,0,0,0,0,0,1
Culver's,Toppings & Ingredients,"Crouton, for Side Caesar Salad","Crouton, for Side Caesar Salad",27,3.42,0.9,0,0,0,78,0.78
Culver's,Toppings & Ingredients,"Tomato, for Sandwiches","Tomato, 1 Slice, for Sandwiches",5,1,0,0,0,0,4,0.3
Checker's Drive-In/Rallys,Beverages,"Diet Coke, Medium","Diet Coke, Medium, 32 oz",1.7,0,0,0,0,0,25,0.2
Olive Garden,Entrees,Penne Rigate w/ Marinara,"Penne Rigate w/ Marinara, Gluten Free Selections; Choice of Adding: Chicken, Shrimp",520,98,10,0,9,0,1570,0
Olive Garden,Entrees,Lasagna Fritta,"Lasagna Fritta, Appetizers",1030,82,63,0,9,0,1590,0
Olive Garden,Entrees,Penne Rigate Pomodoro,"Penne Rigate Pomodoro, Gluten Free Selections; Choice of Adding: Chicken, Shrimp",490,97,8,0,8,0,1510,0
Olive Garden,Desserts,Zeppoli,Zeppoli; Choice of Adding Topping: Chocolate Sauce,920,131,35,0,4,0,590,0
Olive Garden,Salads,"Garden Fresh Salad, Gluten Free Selections","Garden Fresh Salad w/out Croutons, Gluten Free Selections",220,12,18,0,4,0,1360,0
Olive Garden,Salads,Caesar Salad,"Caesar Salad w/out Croutons, Gluten Free Selections",560,10,54,0,4,0,820,0
TGI Friday's,Beverages,Red Bull Passion Slush,"Red Bull Passion Slush, Signature Slushes",220,54,0,0,3,0,200,0
Ruby Tuesday,Appetizers & Sides,"Apples, Kids","Apples, Side, Kids",59,16,0,0,3,0,1,0
Romano's Macaroni Grill,Beverages,Limonata Nojito,Limonata Nojito,170,47,0,0,2,0,25,0
Olive Garden,Entrees,Toasted Beef & Pork Ravioli,"Toasted Beef & Pork Ravioli, Appetizers",360,39,16,0,2,0,780,0
Applebee's,Appetizers & Sides,"Applesauce, Kids","Applesauce, Side, Kids",90,23,0,0,2,0,5,0
Applebee's,Beverages,"Frozen Lemonade, 20 oz","Frozen Lemonade, 20 oz",260,65,0,0,1,0,5,0
TGI Friday's,Beverages,Strawberry Lemonade Slush,"Strawberry Lemonade Slush, Signature Slushes",200,58,5,0,1,0,45,0
Romano's Macaroni Grill,Desserts,Blood Orange Sorbet,Blood Orange Sorbet,170,41,0,0,1,0,5,0
Romano's Macaroni Grill,Beverages,Cranberry Orange Spritz,Cranberry Orange Spritz,140,36,0,0,1,0,30,0
TGI Friday's,Beverages,"Slush Strawberry Lemonade, Kids","Strawberry Lemonade Slush, Kids",120,34,0,0,1,0,20,0
Romano's Macaroni Grill,Beverages,Italian Mojito,"Italian Mojito, Alcoholic Beverages",290,33,0,0,1,0,0,0
Romano's Macaroni Grill,Beverages,Apple Ginger Cooler,"Apple Ginger Cooler, Alcoholic Beverages",290,31,0,0,1,0,5,0
Ruby Tuesday,Toppings & Ingredients,Boston BBQ Sauce,"Boston BBQ Sauce, Dressings & Sauces",60,14,0,0,1,0,280,0
Ruby Tuesday,Beverages,"Freshly Made Lemonade, Blackberry","Freshly Made Lemonade, Blackberry, Brunch Menu, Zero Proof Beverages",203,9,0,0,1,0,30,0
Chili's,Appetizers & Sides,Pepper Pals Side Pineapple,"Pepper Pals Side Pineapple, Kids",35,9,0,0,1,0,0,0
Olive Garden,Toppings & Ingredients,Tomato Sauce,"Tomato Sauce, Appetizers",45,6,1.5,0,1,0,270,0
Olive Garden,Toppings & Ingredients,"Marinara Sauce, for Calamari","Marinara Sauce, Create a Sampler Portion, for Calamari",35,4,1.5,0,1,0,200,0
Olive Garden,Toppings & Ingredients,Onions,"Onions, for Create Your Own Pasta",15,4,0,0,1,0,0,0
TGI Friday's,Toppings & Ingredients,Avocado Vinaigrette,Avocado Vinaigrette,210,3,22,0,1,0,910,0
Olive Garden,Toppings & Ingredients,Black Olives,"Black Olives, for Create Your Own Pasta",45,3,4,0,1,0,350,0
Olive Garden,Toppings & Ingredients,Bell Peppers,"Bell Peppers, for Create Your Own Pasta",10,2,0,0,1,0,0,0
Olive Garden,Toppings & Ingredients,Roma Tomatoes,"Roma Tomatoes, for Create Your Own Pasta",10,2,0,0,1,0,0,0
Ruby Tuesday,Toppings & Ingredients,Peach Bourbon BBQ,"Peach Bourbon BBQ, Dressings & Sauces",50,1,0,0,1,0,13,0
Olive Garden,Appetizers & Sides,"Grapes, Kids","Grapes, Side, Kids",40,10,0,0,0.5,0,0,0
Red Lobster,Beverages,"Lobsterita, Traditional","Lobsterita, Traditional, Tabletop Book Menu",890,183,0,0,0,0,860,0
Red Lobster,Beverages,"Lobsterita, Strawberry","Lobsterita, Strawberry, Tabletop Book Menu",700,135,0,0,0,0,55,0
Jimmy John's,Beverages,"Coke, Large","Coke, Large, 907.2 g",396,108,0,0,0,0,24,0
Jimmy John's,Beverages,"Lemonade, Large","Lemonade, Large, 907.2 g",388,104,0,0,0,0,164,0
Jimmy John's,Beverages,"Sprite, Large","Sprite, Large, 907.2 g",388,104,0,0,0,0,88,0
Red Lobster,Beverages,"Top-Shelf Margarita, Frozen","Top-Shelf Margarita, Frozen, Signature Drinks, Lunch & Dinner",520,97,0,0,0,0,640,0
Red Lobster,Beverages,"Classic Margarita, Frozen","Classic Margarita, Frozen, Signature Drinks, Lunch & Dinner",470,96,0,0,0,0,590,0
Red Lobster,Beverages,"Frozen Strawberry Lemonade, Kids","Frozen Strawberry Lemonade, Casco Bay Coolers, Kids Cove Menu",380,95,0,0,0,0,15,0
Red Lobster,Soup,"Seafood Gumbo, Coastal Soup & Salad","Seafood Gumbo, Quick Catches, Lunch; Choice in: Coastal Soup & Salad, w/ Bread Wedges",680,87,22,0,0,0,1950,0
Jimmy John's,Beverages,"Raspberry Iced Tea, Large","Raspberry Iced Tea, Large, 907.2 g",312,84,0,0,0,0,36,0
Olive Garden,Beverages,Chocolate Almond Amore,Chocolate Almond Amore,600,82,21,0,0,0,135,0
LongHorn Steakhouse,Beverages,Pomegranate Margarita,Pomegranate Margarita,440,79,0,0,0,0,0,0
TGI Friday's,Beverages,Blue Raspberry Slush,"Blue Raspberry Slush, Signature Slushes",310,75,0,0,0,0,35,0
Olive Garden,Beverages,Strawberry Frullato Smoothie,Strawberry Frullato Smoothie,330,74,1,0,0,0,200,0
Dominos,Beverages,"Minute Maid Orangeade, 20 oz","Minute Maid Orangeade, 20 oz",275,73,0,0,0,0,188,0
LongHorn Steakhouse,Beverages,Strawberry Lemonade,"Strawberry Lemonade, Nonalcoholic Drinks",289,73,0,0,0,0,70,0
LongHorn Steakhouse,Beverages,Black & Blue Margarita,Black & Blue Margarita,410,73,0,0,0,0,40,0
Red Lobster,Beverages,"Cherry Wave Slushy, Kids","Cherry Wave Slushy, Casco Bay Coolers, Kids Cove Menu",290,73,0,0,0,0,10,0
LongHorn Steakhouse,Beverages,Cherry Lemonade,"Cherry Lemonade, Non-Alcoholic Beverages",280,71,0,0,0,0,0,0
Red Lobster,Beverages,Peach Lemonade,"Peach Lemonade, Nonalcoholic Drinks",280,71,0,0,0,0,0,0
Olive Garden,Beverages,Peach-Mango Smoothie,Peach-Mango Smoothie,300,70,1,0,0,0,160,0
Red Lobster,Beverages,"Classic Margarita, Frozen, Non-Alcoholic","Classic Margarita, Frozen, Frozen Specialty Drinks, Non-Alcoholic",280,69,0,0,0,0,510,0
Olive Garden,Beverages,Wild Berry Frullato Smoothie,Wild Berry Frullato Smoothie,300,69,1,0,0,0,210,0
Olive Garden,Beverages,Caffe Mocha,Caffe Mocha,400,68,11,0,0,0,100,0
Dominos,Beverages,"Coca-Cola, 20 oz","Coca-Cola, 20 oz",250,68,0,0,0,0,88,0
Red Lobster,Beverages,Bahama Mama,"Bahama Mama, Signature Drinks, Lunch & Dinner, Tabletop Book Menu",370,68,0,0,0,0,30,0
Olive Garden,Beverages,Strawberry-Mango Frozen Margarita,Strawberry-Mango Frozen Margarita,350,68,0,0,0,0,20,0
Red Lobster,Beverages,"Strawberry Margarita, Frozen","Strawberry Margarita, Frozen, Signature Drinks, Lunch & Dinner",350,68,0,0,0,0,20,0
Jimmy John's,Beverages,"Coke, Small","Coke, Small, 567 g",247.5,67.5,0,0,0,0,15,0
Olive Garden,Beverages,Strawberry Frozen Margarita,Strawberry Frozen Margarita,340,67,0,0,0,0,25,0
Dominos,Beverages,"Sprite, 20 oz","Sprite, 20 oz",250,65,0,0,0,0,113,0
Jimmy John's,Beverages,"Lemonade, Small","Lemonade, Small, 567 g",242.5,65,0,0,0,0,102.5,0
Jimmy John's,Beverages,"Sprite, Small","Sprite, Small, 567 g",242.5,65,0,0,0,0,55,0
Romano's Macaroni Grill,Beverages,"Lemonade, Flavored","Lemonade, Flavored",225,65,0,0,0,0,50,0
