Restaurant ,Category,Item_Name ,Item_Description,Calories,Carbs,Fat,Protein,Fiber,TransFat,Sodium,Sugar
White Castle,Soup,"Angus Steak Chili, Bowl","Angus Steak Chili, Bowl",260,26,8,23,8,0,740,8
Subway,Sandwiches,"Subway Melt, 6''","Subway Melt on 9-Grain Wheat Bread w/ American Cheese w/out Sauce, 6''",370,47,11,23,5,0,1210,8
Subway,Sandwiches,"Oven Roasted Chicken, 6''","Oven Roasted Chicken on 9-Grain Wheat Bread w/out Cheese or Sauce, 6''",320,47,5,23,5,0,640,8
Five Guys,Burgers,Little Hamburger,Little Hamburger,480,39,26,23,2,0,380,8
Quiznos,Sandwiches,"Mesquite Chicken Sandwich on Wheat Bread, Small","Mesquite Chicken Sandwich on Wheat Bread, Small",490,38,23,23,2,0,1080,8
Panera Bread,Entrees,"Spinach Bacon, Baked Egg Souffle","Spinach Bacon, Baked Egg Souffle",570,37,37,23,2,1,930,8
Taco Bell,Salads,Express Taco Salad w/ Chips,Express Taco Salad w/ Chips,580,59,29,23,8,1,1270,7
Dominos,Toppings & Ingredients,"Crunchy Thin Crust, for Large Pizzas","Crunchy Thin Crust, for Large Pizzas",920,127,36,23,7,0,160,7
Jason's Deli,Appetizers & Sides,"Baked Potato, Kid's","Baked Potato, Kids",800,71,48,23,7,0,600,7
Subway,Sandwiches,"Subway Club, 6''","Subway Club on 9-Grain Wheat Bread w/out Cheese or Sauce, 6''",310,46,4.5,23,5,0,880,7
Culver's,Soup,George's Chili Supreme,George's Chili Supreme,458,26,28,23,5,0,856,7
McDonald's,Salads,Premium Caesar Salad w/ Crispy Chicken,Premium Caesar Salad w/ Crispy Chicken,350,24,18,23,4,0,740,7
Einstein Bros,Pizza,"Pepperoni, Pizza Bagel","Pepperoni, Pizza Bagel",440,59,15,23,3,0,1090,7
Quiznos,Sandwiches,"Classic Italian Sub w/ Dressing & Cheese, Small","Classic Italian Sub w/ Dressing & Cheese; Choice of: Italian White, Artisan Wheat, Rosemary Parmesan or Roasted Garlic Focaccia Bread, Small",530,44,29,23,3,0.5,1520,7
Outback Steakhouse,Soup,"Clam Chowder, Bowl","Clam Chowder, Walkabout Soup of the Day, Bowl",684,43,44,23,3,0.2,2555,7
McDonald's,Burgers,McDouble,McDouble,390,33,19,23,2,1,850,7
McDonald's,Burgers,Daily Double,Daily Double,440,33,24,23,2,1.5,770,7
Subway,Sandwiches,"Bacon, Egg & Cheese, 6""","Bacon, Egg & Cheese on 9-Grain Wheat Bread, Breakfast, also called Bacon, Egg & Cheese Omelet Sandwich",410,45,16,23,5,0,1080,6
Chick-Fil-A,Salads,Chargrilled Chicken Garden Salad,Chargrilled Chicken Garden Salad,180,11,6,23,4,0,450,6
Quiznos,Sandwiches,"California Chicken Club on Italian White, Small","California Chicken Club on Italian White, Small",505,38,23.5,23,3,0,1270,6
Einstein Bros,Sandwiches,Southwest Turkey Sausage Bagel Thin Egg White Sandwich,"Southwest Turkey Sausage Egg White Sandwich, Bagel Thin Egg White Sandwiches",350,33,14,23,2,0,870,6
Quiznos,Sandwiches,"Mesquite Chicken on Garlic Focaccia, Small","Mesquite Chicken on Garlic Focaccia, Small",505,41,24,23,1,0,1060,6
Quiznos,Sandwiches,"Mesquite Chicken Sandwich on Rosemary Parmesan Bread, Small","Mesquite Chicken Sandwich on Rosemary Parmesan Bread, Small",490,37,23.5,23,1,0,1040,6
Culver's,Burgers,"The Culver's Deluxe, Single","The Culver's Deluxe Burger, Single",514,35,32,23,1,1,922,6
Subway,Sandwiches,"Bacon, Egg White & Cheese Omelet Sandwich, 6""","Bacon, Egg White & Cheese Omelet Sandwich, Breakfast, 6""",370,45,11,23,4,0,1130,5
Dominos,Pizza,"Brooklyn Style Crust, Ultimate Pepperoni Feast, Extra Large, 16''","Brooklyn Style Crust, Ultimate Pepperoni Feast, Extra Large, 16''",510,45,26,23,2,0.5,1340,5
Panera Bread,Sandwiches,"Cuban Chicken on Focaccia, Half","Cuban Chicken on Focaccia w/ Ham Ale Mustard Sauce, Sliced Swiss Cheese, Sweet & Spicy Pickle Chips, Citrus & Pepper Chicken & Chipotle Mayonnaise Spread, Half",430,43,18,23,2,0.5,840,5
Panera Bread,Sandwiches,"Cuban Chicken Panini, Half","Cuban Chicken Panini, Half",430,43,18,23,2,0,840,5
Arby's,Sandwiches,Roast Beef Classic Sandwich,Roast Beef Classic Sandwich; Choice of Adding: Arby's Sauce or Horsey Sauce,350,39,12,23,2,0.5,950,5
Quiznos,Sandwiches,Bacon & Egg Biscuit,Bacon & Egg Biscuit,510,38,31,23,1,0,1660,5
Outback Steakhouse,Toppings & Ingredients,Grilled Scallops,"Grilled Scallops, Add-on; Choice in: Any Entree",210,8,10,23,1,0,2062,5
Golden Corral,Entrees,Kansas City Full Rack Ribs,"Kansas City Full Rack Ribs, Hot Buffet",290,6,18,23,0,0,450,5
Friendly's,Soup,Crock of Chili,Crock of Chili,470,30,29,23,5,0,1520,4
Pizza Hut,Entrees,Chicken Alfredo,"Chicken Alfredo, Tuscani Pastas",580,49,32,23,4,0.5,1250,4
Wendy's,Salads,"Spicy Chicken Caesar Salad w/ Dressing, Half","Spicy Chicken Caesar Salad w/ Spicy Chicken Fillet, Gourmet Croutons & Lemon Garlic Caesar Dressing, Half",440,29,26,23,4,0.5,1020,4
Subway,Sandwiches,"Egg & Cheese Omelet w/ Ham on Flatbread, 6''","Egg & Cheese Omelet w/ Ham on Flatbread, Breakfast, 6''",400,43,15,23,3,0,1290,4
Panera Bread,Sandwiches,"Roast Beef on All Natural White Sandwich, Kids","Roast Beef on All Natural White Sandwich, Kids",310,33,10,23,2,0,730,4
Burger King,Sandwiches,"Double Croissan'wich w/ Sausage, Bacon, Egg & Cheese","Double Croissan'wich w/ Sausage, Bacon, Egg & Cheese, Breakfast",530,26,36,23,1,0.5,1220,4
Burger King,Sandwiches,Double Croissan'wich w/ Sausage & Bacon,"Double Croissan'wich w/ Sausage & Bacon, Sandwiches & Burritos",520,26,36,23,0,0.5,1220,4
Denny's,Fried Potatoes,Smothered Cheese Fries w/ Ranch Dressing,"Smothered Cheese Fries w/ Ranch Dressing, Appetizers",1210,96,53,23,9,0.5,1300,3
Taco Bell,Sandwiches,Skillet Burrito,Skillet Burrito,710,67,40,23,6,0,1470,3
Burger King,Sandwiches,Southwestern Breakfast Burrito,"Southwestern Breakfast Burrito, Sandwiches & Burritos",580,42,35,23,4,0,1690,3
Subway,Sandwiches,"Egg White & Cheese Omelet w/ Ham on Flatbread, 6''","Egg White & Cheese Omelet w/ Ham on Flatbread, Breakfast, 6''",360,43,11,23,2,0,1340,3
Carl's Jr.,Sandwiches,"Loaded Omelet Biscuit, Only Available in California","Loaded Omelet Biscuit, Only Available in California",540,38,33,23,2,0,1450,3
Wendy's,Salads,"Chicken BLT Cobb Salad w/ Dressing, Half","Chicken BLT Cobb Salad w/ Ultimate Chicken Grill Fillet, Applewood Smoked Bacon, Blue Cheese Crumbles & Avocado Ranch Dressing, Half",300,7,21,23,2,0,820,3
Dunkin' Donuts,Sandwiches,Chicken Salad Wrap,"Chicken Salad Wrap, PM Sandwiches",500,25,35,23,1,0,1230,3
Bob Evans,Entrees,Garden Harvest Omelet w/ Egg Whites,"Garden Harvest Omelet w/ Egg Whites, Monterey Jack Cheese, Cheddar Cheese & Hollandaise Sauce, Breakfast",235,12,10,23,1,0,974,3
Quiznos,Toppings & Ingredients,"Turkey Breast, for Large Sandwich","Turkey Breast, for Large Sandwich",140,4,3,23,0,0,880,3
Dunkin' Donuts,Sandwiches,Turkey Sausage Breakfast Sandwich,"Turkey Sausage Breakfast Sandwich, Breakfast Sandwiches",390,35,17,23,7,0,860,2
Dairy Queen,Sandwiches,Ultimate Breakfast Burrito,"Ultimate Breakfast Burrito w/ Eggs, Onion, Salsa, Sausage & Cheddar Cheese, Breakfast",620,55,34,23,4,1.5,1310,2
Panera Bread,Sandwiches,Breakfast Power w/ Ham on Whole Grain,"Breakfast Power w/ Ham on Whole Grain, Breakfast",340,31,15,23,4,0.5,820,2
Sonic,Sandwiches,SuperSonic Breakfast Burrito,"SuperSonic Breakfast Burrito, Breakfast",540,46,33,23,3,0.5,1910,2
Sonic,Sandwiches,"Breakfast Burrito w/ Bacon, Egg & Cheese","Breakfast Burrito w/ Bacon, Egg & Cheese, Breakfast",430,36,25,23,1,0,1550,2
Jack in the Box,Entrees,Fish & Chips w/ Large French Fries,Fish & Chips w/ Large French Fries,990,112,50,23,8,0,1980,1
El Pollo Loco,Entrees,"Mini Pollo Bowl Combo, Kids","Mini Pollo Bowl Combo, Kids",340,48,6,23,7,0,900,1
Checker's Drive-In/Rallys,Entrees,"Screamin' Chicken Strips Meal, 2 Pieces","Screamin' Chicken Strips Meal, 2 Pieces",670,59,38,23,6,0,2430,1
Carl's Jr.,Sandwiches,"Bean & Cheese Burrito, Ground Beef","Bean & Cheese Burrito, Ground Beef, Green Burrito Menu",500,51,22,23,6,0,1260,1
Panera Bread,Toppings & Ingredients,Sourdough Bread Bowl,Sourdough Bread Bowl,660,131,3,23,4,0,1340,1
Starbucks,Sandwiches,Ham & Swiss Panini,"Ham & Swiss Panini, Sandwiches, Panini & Wraps",340,42,10,23,2,0,1130,1
Del Taco,Entrees,Spicy Jack Quesadilla,Spicy Jack Quesadilla,480,38,25,23,2,0,820,1
Del Taco,Entrees,Cheddar Quesadilla,Cheddar Quesadilla,480,36,25,23,2,0,840,1
Burger King,Entrees,5 Home-Style Chicken Strips,5 Home-Style Chicken Strips,610,57,32,23,1,0.5,2340,1
Dominos,Toppings & Ingredients,"Cheese, for Cheese Only Hand Tossed Small Pizzas","Cheese, for Cheese Only Hand Tossed & Thin Crust Small Pizzas",380,8,28,23,1,1,1250,1
Dominos,Toppings & Ingredients,"Extra Cheese, for Hand Tossed Small Pizzas w/ Toppings","Extra Cheese, for Hand Tossed & Thin Crust Small Pizzas w/ Toppings",380,8,28,23,1,1,1250,1
Dominos,Toppings & Ingredients,"Regular Cheese, for Hand Tossed Medium Pizzas","Regular Cheese, for Hand Tossed & Crunchy Thin Crust Medium Pizzas",380,8,28,23,1,1,1250,1
Chick-Fil-A,Entrees,"Chick-n-Strips, Kids Meal, 2 Count","Chick-n-Strips, Kids Meal, 2 Count",230,11,11,23,0,0,550,1
Quiznos,Toppings & Ingredients,"Tuna w/ Mayonnaise, for Regular Sandwiches","Tuna w/ Mayonnaise, for Regular Sandwiches",330,2,25,23,0,0,360,1
Captain D's,Entrees,"Seasoned Tilapia, 1 Piece","Seasoned Tilapia, 1 Piece",117,1,2,23,0,0,615,1
PF Chang's,Entrees,"Buddha's Feast w/ White Rice, Stir Fried","Buddha's Feast w/ White Rice, Stir Fried, Vegetarian Plates, Lunch Menu",580,99,11,23,7,0,2250,0
PF Chang's,Entrees,"Buddha's Feast w/ White Rice, Steamed","Buddha's Feast w/ White Rice, Steamed, Vegetarian Plates, Lunch Menu",540,99,7,23,7,0,2250,0
PF Chang's,Entrees,Sesame Chicken,"Sesame Chicken, Chicken & Duck, Dinner",263,17,12,23,4,0,447,0
Romano's Macaroni Grill,Pizza,"Pepperoni Pizza, Kids","Pepperoni Pizza, Kids",440,48,17,23,3,0,760,0
Ruby Tuesday,Sandwiches,"Cajun Chicken Taco, Bar Menu","Cajun Chicken Taco, Bar Menu",356,20,21,23,3,0,973,0
Chili's,Appetizers & Sides,Triple Dipper Boneless Honey Chipotle Wings,"Triple Dipper Boneless Honey Chipotle Wings, Appetizers",670,73,32,23,2,0,1740,0
TGI Friday's,Entrees,Chicken Skewers w/ Grilled Pita,"Chicken Skewers w/ Pita, Kids; Choice of Adding: Sides",320,33,10,23,2,0,1000,0
LongHorn Steakhouse,Entrees,"Longhorn Churrasco Steak, Lunch","Longhorn Churrasco Steak w/ Plantain Chips, Beyond Steak, Lunch Entree",535,20,36,23,0,2,545,0
Chili's,Soup,"Chili's Terlingua Chili w/ Toppings, Bowl","Chili's Terlingua Chili w/ Toppings w/out Crackers, Bowl, Lunch Break",400,14,28,23,0,0,1050,0
Red Lobster,Appetizers & Sides,"Hand-Breaded Shrimp, Lunch","Hand-Breaded Shrimp, Lunch Classics, Menu Specials",260,13,13,23,0,0,1060,0
LongHorn Steakhouse,Salads,"7-Pepper Sirloin Salad, Half","7-Pepper Sirloin Salad, Lunch Combinations, Half",260,13,13,23,0,0,690,0
Wendy's,Entrees,"Spicy Chicken Nuggets, 10 Piece","Spicy Chicken Nuggets, 10 Piece; Choice of Adding Dipping Sauce: Barbecue Nugget Sauce, Honey Mustard Nugget Sauce, Sweet & Sour Nugget Sauce & Heartland Ranch Dipping Sauce",470,25,31,23,3,0,1410,0
KFC,Entrees,Grilled Thigh Value Box,Grilled Thigh Value Box,460,34,25,23,2,0,1330,0
McDonald's,Entrees,"Chicken Selects Premium Breast Strips, 3 Pieces","Chicken Selects Premium Breast Strips, 3 Pieces",380,21,23,23,1,0,750,0
Wendy's,Toppings & Ingredients,"Homestyle Chicken Fillet, 1 Piece","Homestyle Chicken Fillet, 1 Piece, for Homestyle Chicken Fillet, Asiago Ranch Chicken Club & Full Size Salads",280,19,13,23,1,0,920,0
Wendy's,Toppings & Ingredients,"Spicy Chicken Fillet, 1 Piece","Spicy Chicken Fillet, 1 Piece, for Spicy Chicken Sandwich, Asiago Ranch Chicken Club & Full Size Salads",260,17,11,23,0,0,780,0
IHOP,Entrees,"Create Your Own Omelette, Plain w/ Egg Substitute","Create Your Own Omelette w/ Egg Substitute w/out Sides, Plain, Hearty Omelette; Choice of Adding: Cheese, Vegetables, 2 Bacon Strips, 2 Pork Sausage Links",140,2,4,23,0,0,320,0
Quiznos,Toppings & Ingredients,"Chicken, for Large Sandwiches","Chicken, for Large Sandwiches",180,1,3,23,0,0,740,0
Panera Bread,Toppings & Ingredients,"Salmon Filet, for Full Salads","Salmon Filet, for Full Salads & Full Sandwiches",230,0,15,23,0,0,530,0
Golden Corral,Entrees,"Whole Carved Turkey, Dark Meat w/ Skin","Whole Carved Turkey, Dark Meat w/ Skin, Hot Buffet",190,0,10,23,0,0,130,0
Culver's,Toppings & Ingredients,"Tuna Salad, for Tuna Salad Wrap","Tuna Salad, for Tuna Salad Wrap",245.21,0.791,16.611,22.6,0.791,0,410.19,0
Quiznos,Sandwiches,"Chicken Carbonara Sandwich on Italian White Bread, Small","Chicken Carbonara Sandwich on Italian White Bread, Small",520,38.5,26.5,22.5,1,0,1110,4
Papa Murphy's,Entrees,"Italian, Family Size Calzones, Family","Italian, Family Size Calzones; Choice of Adding: Marinara Sauce",450,46.7,19.5,22.4,0.6,0,1153,11.9
Culver's,Toppings & Ingredients,"Chicken Salad, Cherry Almond, for Cherry Almond Chicken Salad on Grilled Sourdough","Chicken Salad, Cherry Almond, for Cherry Almond Chicken Salad on Grilled Sourdough",313.6,0,22.4,22.4,1.12,0,168,3.36
Culver's,Toppings & Ingredients,"Chicken Salad, Cranberry Pecan","Chicken Salad, Cranberry Pecan, for Cranberry Pecan Chicken Salad on Grilled Sourdough",313.6,4.48,23.52,22.4,0,0,190.4,3.36
Culver's,Toppings & Ingredients,"Hot Caramel Topping, for 2 Scoop Caramel Sundae","Hot Caramel Topping, for 2 & 3 Scoop Caramel Sundae & Caramel Cashew Sundae",176,36,2.4,22.4,0,0,148,1.6
Culver's,Toppings & Ingredients,Breaded Cheese Curds,"Breaded Cheese Curds, for Wisconsin Cheese Curds",612,45.9,37.4,22.1,0,0,1300.5,5.1
Dairy Queen,Desserts,"M&M's Chocolate Candy Blizzard, Large","M&M's Chocolate Candy Blizzard, Large",1140,176,41,22,2,1.5,380,152
Dairy Queen,Desserts,"Oreo Brownie EarthQuake Blizzard, Large","Oreo Brownie EarthQuake Blizzard, Large",1280,200,45,22,4,1,960,146
Dairy Queen,Desserts,"Raspberry Truffle Blizzard, Large","Raspberry Truffle Blizzard, Large",1160,175,44,22,7,1,340,142
Baskin Robbins,Desserts,"Made w/ M&M's 31†­ Below, Medium","Made w/ M&M's 31†­ Below, 31†­ Below Soft Serve & Mix-In, Medium",1050,151,41,22,5,1,360,140
Dairy Queen,Desserts,"Cookie Dough Blizzard, Large","Cookie Dough Blizzard, Large",1300,190,52,22,2,1.5,750,138
Dairy Queen,Desserts,"Double Fudge Cookie Dough Blizzard, Large","Double Fudge Cookie Dough Blizzard, Large",1340,189,58,22,4,1.5,770,133
Sonic,Desserts,"Reese's Peanut Butter Cups Sonic Blast, Medium","Reese's Peanut Butter Cups Sonic Blast, Medium, 20 oz",1200,153,57,22,2,0,690,129
Dairy Queen,Desserts,"French Silk Pie Blizzard, Large","French Silk Pie Blizzard, Large",1320,176,62,22,3,1,670,128
Dairy Queen,Desserts,"Confetti Cake Blizzard, Large","Confetti Cake Blizzard, Large",1190,166,46,22,0,1.5,500,127
Dairy Queen,Beverages,"Malt, Cherry, Large","Malt, Cherry, Large, 635 g",910,144,27,22,1,1,410,122
Dairy Queen,Beverages,"Malt, Strawberry, Large","Malt, Strawberry, Large, 635 g",880,137,27,22,1,1,410,115
Culver's,Beverages,"Vanilla Malt, Tall","Vanilla Malt, Tall, 506 g",1131,136,54,22,0,0,426,113
Dairy Queen,Beverages,"Shake, Hot Fudge, Large","Shake, Hot Fudge, Large, 607 g",970,141,36,22,1,1.5,450,112
Dairy Queen,Beverages,"Malt, Banana, Large","Malt, Banana, Large, 621 g",860,134,27,22,2,1,390,108
Friendly's,Entrees,Chocolate Chip Pancakes w/ Sausage,"Chocolate Chip Pancakes w/ Sausage, Breakfast",1410,209,54,22,2,0,2170,104
Friendly's,Entrees,Chocolate Chip Pancakes w/ Bacon,"Chocolate Chip Pancakes w/ Bacon, Breakfast",1230,208,35,22,2,0,2230,104
Dairy Queen,Desserts,"Nutty Banana Blizzard, Large","Nutty Banana Blizzard, Large",1240,127,75,22,7,1,470,99
Baskin Robbins,Beverages,"Chocolate Shake w/ Chocolate Ice Cream, Medium","Chocolate Shake w/ Chocolate Ice Cream, Medium, 24 fl oz",930,129,40,22,6,1.5,440,97
Dairy Queen,Desserts,"Tropical Blizzard, Large","Tropical Blizzard, Large",1140,124,66,22,9,1,510,94
Jamba Juice,Beverages,"Protein Berry Workout Smoothie, Power","Protein Berry Workout Smoothie, Power",500,102,1,22,7,0,230,85
IHOP,Entrees,4 Carrot Cakes Pancakes,"4 Carrot Cakes Pancakes, Signature Pancakes",1120,152,47,22,13,0.5,1950,76
Bob Evans,Salads,Chicken Salad Plate,Chicken Salad Plate,776,72,48,22,12,0,1101,54
California Pizza Kitchen,Salads,"Moroccan-Spiced Chicken Salad, Half","Moroccan-Spiced Chicken Salad, Half",690,58,41,22,11,0,520,39
Bob Evans,Entrees,Veggie Omelet w/ Fresh Fruit Dish & Wheat Toast w/ Smucker's Jelly,"Veggie Omelet w/ Fresh Fruit Dish & Wheat Toast w/ Smucker's Jelly, Fit from the Farm",311,43,6,22,4,0,581,27
IHOP,Entrees,5 Original Buttermilk Pancakes,5 Original Buttermilk Pancakes,750,115,22,22,7,1,2620,22
Bob Evans,Entrees,"Turkey & Dressing, Seniors","Turkey & Dressing w/out Sides, Seniors",532,50,27,22,3,0,1852,19
Bob Evans,Salads,"Cranberry Pecan Chicken Salad, Savor Size","Cranberry Pecan Chicken Salad w/out Dressing, Savor Size",492,25,35,22,4,0,1120,18
California Pizza Kitchen,Sandwiches,Grilled Veggie Sandwich on Herb Onion Focaccia,Grilled Veggie Sandwich on Herb Onion Focaccia,790,95,36,22,6,0,1357,17
Krystal,Burgers,BBQ Bacon & Cheese Big Angus Burger,BBQ Bacon & Cheese Big Angus Burger,640,58,36,22,2,1,1170,17
Golden Corral,Entrees,Asian Beef,"Asian Beef, Hot Buffet",250,17,9,22,0,0,780,16
Chick-Fil-A,Salads,Chargrilled & Fruit Salad,Chargrilled & Fruit Salad,220,21,6,22,5,0,450,15
California Pizza Kitchen,Pizza,"Traditional Cheese, Kids","Traditional Cheese, Kids",600,87,18,22,3,0,1229,14
Quiznos,Sandwiches,"Honey Bourbon Chicken Sandwich w/ Dressing, Small","Honey Bourbon Chicken Sandwich w/ Dressing; Choice of: Italian White, Artisan Wheat, Rosemary Parmesan or Roasted Garlic Focaccia Bread, Small",340,51,6,22,3,0,880,13
Quiznos,Sandwiches,"Veggie Guacamole on Italian White, Large","Veggie Guacamole on Italian White, Large",860,85,45,22,9,0,1970,12
Panera Bread,Sandwiches,"Mediterranean Veggie on Tomato Basil, Full","Mediterranean Veggie on Tomato Basil XL Loaf w/ Feta Crumbles, Cilantro Hummus, Black Pepper, Fresh Cucumber, Green Leaf Lettuce, Red Onions, Salt, Fresh Tomatoes & Zesty Peppadew Piquant Peppers, Full",590,96,13,22,8,0,1400,12
McDonald's,Sandwiches,McRib,McRib,500,44,26,22,3,0,980,11
Quiznos,Sandwiches,"Baja Chicken Sandwich on Italian White Bread, Small","Baja Chicken Sandwich on Italian White Bread, Small",580,45,30.5,22,1,0,1510,11
IHOP,Entrees,"Senior Omelette, Plain","Senior Omelette, Plain, 55+ Special Entrees; Choice of Adding: Cheese, Vegetables, 2 Bacon Strips, 2 Pork Sausage Links",530,51,27,22,4,0.5,1300,10
Tim Hortons,Sandwiches,Bagel BELT w/ Hickory Smoked Ham,Bagel BELT w/ Hickory Smoked Ham,440,59,13,22,3,0,1200,10
In-N-Out Burger,Burgers,"Cheeseburger w/ Onion, Mustard & Ketchup","Cheeseburger w/ Onion, Mustard & Ketchup Instead of Spread",400,41,18,22,3,0.5,1080,10
In-N-Out Burger,Burgers,Cheeseburger w/ Onion,Cheeseburger w/ Onion,480,39,27,22,3,0.5,1000,10
Tim Hortons,Entrees,"Mac & Cheese, Regular","Mac & Cheese, Regular",690,67,38,22,2,0,1570,10
Culver's,Sandwiches,BBQ Pork Sandwich,BBQ Pork Sandwich,392,47,14,22,2,0,1099,10
Carl's Jr.,Sandwiches,Honey Mustard Hand-Breaded Chicken Tender Sandwich,Honey Mustard Hand-Breaded Chicken Tender Sandwich,440,44,20,22,3,0,940,9
Culver's,Burgers,"ButterBurger w/ Cheese, Kids","ButterBurger w/ Cheese, Kids",421,37,21,22,1,0,990,9
Five Guys,Sandwiches,Cheese Dog,Cheese Dog,615,40.5,41,22,2,0,1440,8.5
Burger King,Burgers,BK Veggie Burger,BK Veggie Burger,410,44,16,22,7,0,1030,8
Burger King,Burgers,BK Veggie Burger,BK Veggie Burger w/out Mayo,320,43,7,22,7,0,960,8
Pizza Hut,Entrees,Meaty Marinara,"Meaty Marinara, Tuscani Pastas",450,44,20,22,5,0.5,1100,8
Starbucks,Sandwiches,Egg Salad Sandwich,"Egg Salad Sandwich, Sandwiches, Panini & Wraps",460,37,27,22,5,0,780,8
Quiznos,Sandwiches,"Lobster & Seafood Salad Sub, Regular","Lobster & Seafood Salad Sub; Choice of: Italian White, Artisan Wheat, Rosemary Parmesan or Garlic Focaccia Bread, Regular",760,77,40,22,4,1.5,1730,8
Pizza Hut,Pizza,"Veggie Lover's, 6"" Personal Pan Pizza","Veggie Lover's, 6"" Personal Pan Pizza",550,70,20,22,4,0,1190,8
Quiznos,Sandwiches,"Honey Bacon Club Base, Small","Honey Bacon Club Base w/out Cheese or Dressing; Choice of: Italian White, Artisan Wheat, Rosemary Parmesan or Roasted Garlic Focaccia Bread, Small",330,42,9,22,3,0,1250,8
Hardee's,Sandwiches,Honey Mustard Hand-Breaded Chicken Tender Sandwich,"Honey Mustard Hand-Breaded Chicken Tender Sandwich, Chicken & More",530,43,32,22,2,0,1000,8
Five Guys,Sandwiches,Bacon Dog,Bacon Dog,625,40,42,22,2,0,1390,8
Dominos,Pizza,"Hand Tossed Crust, Memphis BBQ Chicken Legends, Extra Large, 16''","Hand Tossed Crust, Memphis BBQ Chicken Legends, Extra Large, 16''",470,48,21,22,1,0,870,8
Bojangles,Sandwiches,2 Sausage Biscuits,2 Sausage Biscuits,840,66,54,22,0,0,1780,8
Subway,Sandwiches,"Turkey & Bacon Avocado, 6""","=""Turkey & Bacon Avocado on 9-Grain Wheat Bread, 6""""",400,49,14,22,7,0,1000,7
Dunkin' Donuts,Sandwiches,Tuna Salad Sandwich on a Plain Bagel,"Tuna Salad Sandwich on a Plain Bagel, PM Sandwiches",560,69,23,22,4,0,1020,7
Einstein Bros,Pizza,"Cheese Only, Pizza Bagel","Cheese Only, Pizza Bagel",400,59,11,22,3,0,950,7
Jason's Deli,Entrees,"Bowtie Pasta & Meatballs, Kids","Bowtie Pasta & Meatballs, Kids",500,55,21,22,3,0,880,7
Carl's Jr.,Sandwiches,Buttermilk Ranch Hand-Breaded Chicken Tender Sandwich,Buttermilk Ranch Hand-Breaded Chicken Tender Sandwich,460,42,24,22,3,0,1020,7
Chick-Fil-A,Entrees,Bacon Platter,"Bacon Platter, Breakfast",590,52,33,22,1,0,1590,7
Burger King,Burgers,Double Cheeseburger,Double Cheeseburger,370,32,18,22,1,0.5,720,7
Dominos,Toppings & Ingredients,"Italian Sausage, for Extra Large Pizzas","Italian Sausage, for Extra Large Pizzas",650,16,55,22,0,0,1920,7
Quiznos,Sandwiches,"The Traditional Sub w/ Cheese & Dressing, Small","The Traditional Sub w/ Cheese & Dressing; Choice of: Italian White, Artisan Wheat, Rosemary Parmesan or Roasted Garlic Focaccia Bread, Small",460,44,23,22,3,0,1280,6
Arby's,Appetizers & Sides,4 Mozzarella Sticks w/ Marinara Sauce,4 Mozzarella Sticks w/ Marinara Sauce,440,38,22,22,3,0.5,1820,6
